Watermelons
9
10
9
11
11
8
11
13
9
9
7
9
7
7
7
11
12
11
8
12
9
8
11
8
11
11
10
11
13
8
9
11
9
12
11
8
9
8
8
11
11
9
7
9
8
10
14
8
9
8
10
12
8
11
10
13
9
11
9
9
11
10
10
12
10
7
7
10
8
9
11
11
14
11
13
9
9
9
15
12
9
7
7
13
9
8
10
10
7
11
10
12
11
7
8
13
10
14
10
7
11
9
13
12
9
8
14
8
7
9
9
12
8
11
10
15
14
8
12
11
8
8
9
12
9
15
9
12
14
12
9
10
8
12
13
9
13
9
8
11
13
9
13
15
13
11
14
10
10
12
9
9
10
9
8
14
9
10
11
16
8
13
10
10
13
10
13
12
7
13
7
9
12
10
8
14
9
12
10
10
9
7
8
12
13
14
11
9
9
8
13
9
12
14
10
8
10
12
8
10
8
8
11
8
10
9
14
7
9
13
9
8
11
9
8
8
8
10
11
7
13
9
9
9
10
8
10
8
12
9
16
8
9
9
9
14
15
12
13
10
11
10
9
8
10
8
13
8
8
14
8
10
7
9
8
14
11
11
11
9
10
8
11
11
11
11
9
12
8
9
13
10
11
10
13
13
7
13
10
9
7
9
11
8
13
18
10
11
11
13
10
10
13
10
8
10
8
15
8
13
16
8
11
13
10
12
11
9
11
9
8
12
9
14
12
9
11
15
8
12
10
14
12
7
10
10
13
7
10
10
10
11
9
11
10
10
12
13
11
18
14
13
12
11
11
12
11
14
15
13
10
12
13
11
8
8
10
7
12
9
17
9
10
13
7
8
12
9
9
9
14
8
8
10
9
10
11
9
8
9
10
12
8
10
13
8
12
10
8
10
9
9
7
8
9
17
9
15
10
13
8
11
9
14
8
10
8
8
12
12
10
9
9
10
9
8
9
8
8
11
14
10
10
13
11
9
10
8
12
10
8
15
11
12
7
8
10
8
14
8
8
13
8
9
8
10
12
9
17
8
10
9
9
10
7
7
15
12
14
11
14
13
9
11
9
8
13
7
14
12
8
9
9
10
17
13
10
10
9
7
11
13
10
8
11
10
7
11
8
9
13
13
11
8
10
9
14
8
9
11
10
8
8
11
11
13
9
9
10
8
10
11
7
8
9
13
10
9
16
19
14
10
8
9
9
9
10
9
10
11
10
9
10
11
10
10
11
7
10
11
9
7
10
9
10
10
15
11
10
8
9
10
12
9
12
12
10
16
8
11
11
13
11
8
7
10
10
8
10
12
7
8
7
11
13
11
12
11
11
12
8
13
7
9
10
10
12
10
8
10
9
8
10
12
10
11
7
10
11
8
8
11
8
8
15
13
10
12
12
16
11
13
9
8
12
8
11
12
9
10
10
13
11
8
8
9
14
10
10
11
8
10
8
7
12
10
13
9
11
9
9
13
16
9
8
11
13
8
7
9
10
9
11
9
11
7
15
7
9
7
8
9
10
9
11
10
9
7
7
8
10
9
9
9
13
9
10
14
10
7
13
7
16
10
8
9
8
11
10
8
10
10
9
10
10
8
16
13
7
8
9
14
9
11
10
12
11
9
9
8
14
9
8
9
10
8
9
10
8
11
9
12
12
8
10
14
9
9
12
13
10
8
12
8
8
10
8
10
11
9
8
13
10
8
8
9
8
19
14
11
8
9
20
8
8
12
8
12
9
7
10
8
8
10
9
10
10
11
9
7
8
14
9
8
14
10
11
11
15
11
16
10
10
9
9
11
10
10
9
11
10
8
9
13
13
11
7
10
11
7
9
9
9
9
9
11
10
8
10
11
8
9
9
10
11
9
8
14
8
12
12
9
8
10
8
10
8
9
10
9
9
10
9
12
8
9
9
8
12
9
7
9
17
7
9
10
9
7
8
12
10
9
11
12
10
15
16
13
10
8
10
15
9
8
22
11
9
9
12
12
10
14
10
11
11
12
13
11
9
10
13
8
10
16
9
10
8
8
9
10
13
14
12
10
9
14
10
7
12
17
11
8
8
9
7
15
9
16
11
9
12
12
10
7
9
9
7
12
11
8
7
9
10
10
10
10
9
12
10
14
10
12
9
11
14
10
9
8
14
19
8
7
8
17
12
7
17
10
11
10
11
10
12
10
12
8
10
12
7
8
10
12
7
13
12
12
16
8
8
16
11
10
9
10
8
10
12
12
8
9
10
8
9
10
10
7
12
7
11
15
10
8
13
13
9
9
10
8
7
11
8
7
7
14
11
9
8
9
12
11
12
8
7
9
9
10
15
7
12
12
12
11
7
7
20
12
10
7
10
8
12
15
15
9
8
12
9
7
9
10
8
10
9
10
10
11
12
9
9
12
12
8
14
9
11
9
7
12
13
9
7
7
9
9
10
10
8
7
8
11
7
14
9
8
11
11
12
9
16
10
7
10
9
10
8
12
16
11
10
8
9
11
9
7
8
15
9
9
9
11
12
10
7
8
8
12
11
12
10
8
12
8
16
13
11
8
9
9
8
14
10
8
9
8
11
14
9
12
12
11
8
9
14
11
10
11
9
9
12
12
13
7
13
12
10
9
10
11
8
10
14
9
9
9
8
10
11
8
8
9
12
11
11
8
16
12
13
11
11
9
9
12
12
11
16
13
12
7
11
11
9
10
21
9
9
8
13
9
10
10
9
9
11
10
12
9
9
13
12
9
9
9
8
13
12
9
9
10
9
11
9
12
10
14
10
9
11
11
10
14
12
10
13
10
11
10
15
10
9
8
8
9
13
15
17
9
7
11
11
8
9
8
9
10
10
7
9
9
12
7
11
9
15
11
9
10
10
12
9
14
9
8
11
9
9
8
10
10
9
14
9
10
9
12
11
14
8
8
9
9
13
12
9
8
10
10
15
11
9
9
13
11
7
7
9
15
7
13
10
7
7
12
8
12
12
8
8
12
10
9
11
12
13
7
14
7
10
8
9
14
14
10
10
14
13
10
9
9
9
8
11
12
8
7
10
10
7
16
11
10
10
8
13
8
9
10
11
9
8
9
12
11
10
11
8
10
9
11
13
9
9
11
10
9
13
13
9
9
10
11
9
9
13
12
11
9
7
11
9
11
8
10
9
13
8
9
10
12
9
11
9
15
12
8
11
8
9
9
8
8
8
14
10
9
10
14
10
14
8
11
9
10
12
11
10
12
8
14
10
10
10
11
12
11
12
8
7
14
10
8
7
10
10
9
14
8
8
10
10
9
15
9
8
7
8
10
9
8
13
10
8
10
12
8
12
16
12
9
11
11
10
11
7
9
12
7
10
9
10
9
11
9
10
12
8
14
8
11
12
11
12
8
8
12
10
9
9
10
13
8
11
11
12
10
10
8
8
12
9
12
11
12
12
9
13
13
8
8
9
12
11
9
10
11
8
10
9
9
12
12
10
13
7
8
9
10
8
15
8
11
15
9
8
13
12
13
12
10
10
9
9
8
12
9
9
10
8
9
7
13
10
19
9
8
9
18
19
9
13
9
11
14
10
9
11
16
11
10
9
9
8
11
9
15
10
15
14
7
13
13
13
12
8
9
8
11
8
7
8
12
12
8
13
9
12
16
9
9
12
10
10
11
11
12
9
10
11
14
11
14
9
11
12
10
12
8
7
11
13
9
13
14
10
13
16
8
13
13
10
11
11
11
11
10
9
10
8
11
8
12
9
9
13
9
7
11
9
7
8
9
8
12
7
9
9
9
8
13
10
9
10
9
11
11
11
8
9
17
8
15
7
14
10
17
11
7
14
11
9
8
9
8
13
11
13
10
10
11
13
10
10
11
7
8
12
8
8
13
13
10
8
10
12
12
14
12
9
8
8
13
13
13
13
10
10
12
9
7
12
8
8
12
8
12
10
9
8
8
9
7
10
10
8
9
7
14
10
7
10
8
12
11
12
12
8
11
10
11
8
11
8
13
9
8
15
9
8
14
11
10
13
9
12
7
14
12
7
15
10
11
9
9
13
11
15
9
9
7
8
9
13
10
12
8
8
8
9
15
9
16
12
7
11
8
10
9
10
11
10
12
11
10
12
10
19
11
11
9
10
15
10
9
8
9
8
11
8
13
7
12
8
10
16
13
12
13
10
9
9
8
12
10
10
14
9
16
11
11
11
12
13
13
10
11
11
14
12
12
9
15
10
11
7
10
16
8
18
9
7
9
10
9
9
12
8
11
9
14
11
9
13
12
7
9
8
11
13
12
9
9
12
10
8
9
11
9
8
11
9
17
13
10
9
9
8
12
10
8
9
10
12
11
10
14
7
9
10
7
12
19
7
8
9
9
7
9
13
9
11
13
13
8
9
7
17
9
9
11
17
9
11
9
8
11
9
9
12
11
7
13
10
15
12
8
12
14
13
8
9
9
14
16
7
10
10
13
9
10
10
12
12
9
9
10
7
8
9
12
10
9
10
9
9
18
11
11
11
10
11
15
11
11
9
9
13
13
8
12
14
13
7
11
11
13
10
11
9
9
9
7
9
11
11
14
13
14
10
10
7
12
10
12
11
7
14
13
14
12
8
8
12
8
10
11
10
15
9
10
9
8
10
9
8
10
7
10
9
7
13
11
9
10
8
8
7
12
12
8
12
17
10
8
9
7
8
14
8
11
11
12
10
14
10
10
13
10
9
8
8
13
8
10
12
10
13
11
9
11
9
7
13
12
10
9
13
9
8
7
9
10
11
13
11
8
10
8
11
10
11
8
12
13
12
11
12
9
8
15
9
12
10
12
14
8
9
10
11
10
8
9
11
10
12
7
7
9
13
9
14
10
13
10
17
8
16
11
9
14
7
12
11
10
11
8
14
8
9
11
10
12
8
10
9
12
9
12
9
11
16
10
12
10
12
14
10
10
10
10
9
13
13
11
8
9
12
8
10
8
11
8
11
8
12
8
12
10
10
9
11
10
9
10
9
8
11
8
11
11
10
12
12
10
9
8
11
7
11
10
12
14
11
15
13
15
12
10
8
10
13
10
9
11
8
11
12
9
13
10
8
12
8
10
11
8
8
8
11
9
7
11
14
10
8
11
10
8
10
8
9
11
9
7
9
10
9
8
10
17
15
7
11
9
10
9
8
12
8
13
8
14
14
11
10
10
11
11
8
10
12
10
16
10
12
9
15
11
9
14
7
10
9
10
15
10
14
8
9
10
8
12
8
11
9
8
7
11
11
9
9
8
9
10
14
8
11
14
9
12
9
11
12
8
7
8
9
11
10
8
11
9
11
8
11
8
11
10
8
12
9
10
9
10
11
12
11
12
9
9
10
9
7
8
8
9
11
11
9
7
9
10
9
9
9
9
10
8
11
13
9
12
10
9
11
10
9
8
9
8
10
9
12
10
12
12
14
10
8
17
9
12
9
7
10
7
9
16
15
9
9
9
10
13
9
15
8
11
9
9
8
8
12
9
8
9
8
9
7
10
9
7
9
13
9
9
9
8
7
9
9
9
11
15
8
11
13
8
12
8
9
8
12
13
12
10
12
8
17
9
