OakSaplings
20
18
24
32
20
21
14
16
35
30
15
15
20
19
21
34
22
29
19
14
17
28
14
12
14
18
19
26
8
21
12
26
20
20
20
19
24
15
23
34
29
34
20
18
22
16
30
27
15
11
15
33
24
20
24
21
20
22
18
24
23
20
21
23
9
23
11
25
31
24
19
26
16
17
15
15
15
27
24
21
16
16
14
30
17
24
36
29
24
11
21
19
19
16
16
22
16
22
21
17
18
13
16
26
12
31
14
16
15
27
31
16
18
18
15
17
26
17
17
17
33
16
12
19
14
16
24
18
22
21
18
21
15
11
16
28
10
16
15
19
22
10
29
13
12
17
24
19
28
15
15
24
13
18
21
34
9
10
20
10
20
15
14
23
18
16
27
18
21
35
13
15
14
16
21
39
25
35
19
19
21
15
22
10
16
22
25
16
24
13
20
21
10
25
21
27
15
15
20
25
27
39
19
16
29
27
12
18
17
16
35
18
23
19
18
34
22
12
17
9
18
22
14
22
21
18
19
20
25
19
19
41
37
17
13
17
29
17
25
26
20
17
30
18
32
16
37
14
27
32
15
32
26
30
21
34
26
25
16
18
26
16
42
21
18
23
34
16
21
36
31
25
23
29
18
22
17
21
17
28
16
16
17
33
25
16
31
29
15
39
21
23
32
46
14
14
43
14
19
22
19
25
23
15
19
20
15
12
20
31
8
15
20
23
12
40
30
12
31
13
18
14
30
19
33
34
15
40
39
25
19
50
27
20
19
14
35
18
12
21
10
18
23
20
18
20
30
17
25
8
25
24
14
19
9
20
38
12
29
12
13
20
19
20
47
22
18
32
16
16
18
26
23
19
25
21
23
31
31
13
23
19
29
14
9
22
11
11
21
13
27
15
14
10
20
44
23
27
21
35
25
22
34
20
23
9
31
17
17
17
17
40
34
16
12
9
23
16
19
25
12
14
24
16
25
20
25
36
20
38
12
16
30
15
19
22
10
27
26
17
16
16
23
25
23
43
28
24
20
25
25
36
11
18
18
31
28
13
25
28
17
18
13
18
10
17
21
13
31
22
17
15
26
25
18
22
23
11
14
21
24
9
17
19
22
26
31
30
14
35
13
19
32
15
28
18
34
21
20
17
13
20
30
21
38
22
19
37
31
35
18
19
16
45
22
20
20
19
23
16
15
25
14
19
15
15
19
25
23
13
19
18
26
23
20
21
25
23
17
33
12
22
29
18
24
21
23
28
33
20
23
17
12
12
21
15
16
25
17
34
18
14
18
26
24
19
24
11
10
18
24
19
35
17
23
17
15
21
32
24
28
22
19
17
9
21
15
12
20
19
19
30
31
30
17
13
13
16
15
14
25
23
25
20
26
12
14
14
21
18
24
23
18
11
26
22
12
20
10
19
22
29
38
23
27
33
23
9
31
32
18
19
22
10
18
24
21
26
23
33
32
28
15
22
14
16
30
27
40
12
18
20
25
20
15
11
19
11
22
17
15
24
19
10
24
22
19
24
17
15
28
29
25
22
31
19
21
22
19
18
24
12
17
27
26
29
20
24
25
14
13
20
14
20
17
26
14
33
18
23
15
14
13
19
9
18
16
18
22
14
32
37
17
31
16
17
22
17
21
22
20
19
18
25
22
28
23
28
28
18
28
10
36
30
18
18
27
17
14
17
22
24
14
16
28
14
15
14
19
27
12
19
23
25
32
17
22
38
22
32
15
14
11
21
20
19
27
32
16
17
14
14
24
22
12
32
13
19
28
22
25
13
21
21
19
20
13
21
14
18
19
22
18
17
13
13
15
20
24
23
17
16
14
23
24
23
20
19
16
14
17
16
15
25
21
20
13
19
14
15
20
18
19
16
25
18
19
15
20
16
15
19
31
13
20
18
20
19
20
27
19
25
22
32
26
28
17
24
21
10
18
20
12
30
24
14
30
16
32
31
18
25
21
42
20
16
29
22
14
25
18
27
31
19
20
24
28
17
25
18
19
17
17
30
25
21
19
15
19
26
17
22
35
12
22
27
18
12
35
19
17
29
21
16
18
30
29
23
17
20
35
13
25
24
23
16
24
23
32
27
15
17
20
19
23
25
11
17
21
22
18
17
21
15
16
16
15
25
39
31
20
26
14
14
20
13
21
19
29
25
28
21
16
21
31
21
14
20
18
15
13
34
34
14
16
18
20
16
20
19
29
19
30
14
18
28
18
23
11
16
21
17
19
28
41
23
21
15
18
21
14
17
29
13
17
15
22
21
24
28
28
15
25
16
12
25
12
18
17
19
20
13
27
18
11
35
15
26
12
31
24
30
13
36
29
17
23
33
20
20
29
15
12
31
18
30
19
20
15
22
14
16
17
23
40
38
18
30
20
13
20
18
28
10
23
23
12
19
33
14
18
16
25
24
17
14
19
23
23
16
25
19
20
39
12
24
26
21
12
31
12
27
15
19
20
27
19
19
13
15
35
30
34
28
16
15
21
25
21
14
10
9
20
22
27
25
27
19
36
22
17
13
22
29
27
19
16
28
19
13
19
22
22
17
15
21
24
15
7
21
12
17
28
30
40
20
28
14
18
32
12
26
46
18
24
23
11
17
25
29
19
16
17
12
23
22
23
20
15
19
27
12
14
32
20
20
27
15
18
14
19
22
38
17
20
34
24
32
15
25
24
30
19
20
21
25
25
18
19
30
24
26
19
32
26
22
10
26
21
16
23
21
19
22
20
19
33
22
18
17
16
18
18
24
34
22
38
20
24
31
14
17
23
22
19
11
21
19
26
18
12
8
27
15
23
29
38
15
8
28
30
17
18
19
17
32
19
15
11
25
12
19
24
11
22
17
47
13
32
16
18
26
25
16
14
28
33
9
25
14
18
20
19
26
28
16
20
24
17
24
17
14
20
30
33
18
16
17
14
20
23
19
22
20
13
15
14
22
19
25
15
14
12
19
21
13
14
24
25
14
12
19
27
20
21
19
35
18
30
28
22
15
11
19
17
22
31
31
15
30
12
15
53
24
21
23
17
25
22
32
14
32
21
29
44
16
23
13
23
26
21
17
22
21
16
17
24
20
18
19
15
35
36
38
26
16
15
22
20
22
17
18
14
27
27
17
13
23
18
33
20
12
14
18
11
18
28
15
20
17
23
22
16
19
36
26
16
15
20
26
26
31
30
25
27
20
25
26
18
28
25
13
18
18
30
20
22
35
20
28
24
18
21
15
27
15
24
12
28
20
19
16
24
28
21
29
28
19
20
21
13
14
17
27
17
36
16
31
14
16
20
16
12
19
21
12
12
14
12
19
12
22
21
23
15
19
19
18
16
36
14
15
10
16
18
36
22
38
25
18
20
15
23
23
16
31
27
16
29
12
