OakSaplings
13
14
24
29
23
15
16
30
15
22
12
32
9
30
14
27
23
14
18
19
17
16
26
10
20
11
26
42
25
19
20
13
20
21
28
18
14
22
16
24
29
23
26
27
12
20
36
16
17
25
49
14
30
14
22
16
17
23
30
38
22
12
17
29
27
43
19
23
24
8
10
15
21
18
20
41
16
20
26
24
28
34
10
17
21
20
20
13
19
17
26
31
15
26
23
33
29
21
9
13
16
12
50
19
16
12
18
19
19
22
28
24
17
14
27
27
28
19
19
20
16
23
17
29
30
19
20
14
28
31
30
14
35
19
21
20
16
12
13
19
28
13
22
32
14
18
14
18
21
20
14
26
17
15
31
21
16
15
14
16
15
34
12
26
18
24
19
19
13
14
13
21
30
23
14
18
28
26
25
30
28
18
29
20
29
24
29
15
16
17
32
29
14
19
15
19
16
29
31
19
31
32
14
24
15
11
23
14
11
28
17
19
13
26
17
19
24
22
22
17
27
25
19
11
26
14
22
29
13
27
16
15
20
15
18
28
20
27
11
27
26
14
13
23
18
28
16
29
25
30
14
26
23
27
26
22
19
12
19
17
18
21
13
18
20
16
16
34
37
13
17
31
20
12
19
22
15
16
17
23
14
24
31
25
22
35
41
16
13
21
19
20
32
29
32
29
18
17
17
18
13
18
18
27
21
31
12
19
26
25
26
27
10
12
46
19
23
22
26
17
13
12
10
23
23
26
21
24
32
17
35
22
15
13
22
17
19
20
21
19
20
23
13
11
28
26
22
19
18
29
24
23
22
27
17
20
34
20
20
23
20
23
20
21
42
22
17
19
20
21
28
13
15
15
20
10
23
16
16
32
33
16
19
17
13
29
20
16
21
14
15
19
23
19
12
22
18
9
11
17
28
28
23
20
30
14
17
23
17
14
16
20
24
23
29
8
25
14
20
28
23
22
22
13
16
11
15
18
11
24
15
36
21
15
26
25
19
16
16
37
14
11
21
34
14
12
29
27
13
15
26
38
23
44
21
17
14
23
15
31
10
19
28
16
20
17
26
50
11
28
10
19
12
24
28
24
17
16
19
13
12
15
16
30
30
30
19
20
30
21
16
15
12
16
30
16
18
24
28
25
24
18
40
19
34
24
27
21
25
14
17
20
8
18
13
20
12
30
21
17
19
14
19
38
12
11
29
29
29
33
11
27
12
21
10
12
22
17
20
16
19
16
14
14
20
17
33
29
12
33
27
23
22
11
18
17
16
25
10
25
23
36
17
14
18
16
20
26
16
16
25
18
16
29
20
32
13
24
22
14
13
13
30
32
15
10
31
16
16
19
53
16
30
23
21
23
28
32
11
22
21
18
16
26
18
23
19
17
19
23
21
18
20
15
23
25
18
32
14
18
30
17
23
16
16
16
29
19
30
32
23
47
23
16
18
18
14
31
34
29
7
15
8
26
28
34
16
26
12
22
13
19
24
18
29
21
16
19
26
17
22
25
21
21
17
21
23
18
14
22
15
12
29
16
42
17
26
19
16
16
10
13
21
20
16
17
18
21
16
37
40
17
11
30
31
16
16
22
12
12
25
15
19
17
36
16
20
13
17
31
21
29
21
31
23
20
16
15
26
23
18
18
15
21
35
16
18
26
17
23
33
30
19
21
28
32
33
20
11
17
14
17
14
26
13
27
27
21
35
10
12
18
12
19
20
19
26
19
23
24
21
16
14
23
10
10
16
18
14
25
13
20
27
24
19
16
37
28
15
32
14
19
12
22
18
29
12
22
27
25
34
19
21
18
23
11
16
19
10
21
14
22
15
14
15
20
33
22
35
22
38
9
21
13
17
18
20
21
19
30
17
21
20
22
13
15
16
28
22
12
23
25
23
23
22
9
16
20
28
17
15
31
16
29
17
31
19
29
38
21
29
25
12
25
11
29
25
13
22
14
29
26
22
24
26
17
22
11
23
20
17
14
17
18
17
13
23
20
23
18
24
12
19
25
19
56
26
13
26
23
24
21
41
9
14
19
35
25
18
19
30
27
31
24
20
26
27
21
28
30
17
12
14
25
19
15
13
19
32
18
21
13
9
29
21
19
28
14
25
22
25
36
24
26
17
17
18
21
16
24
18
15
19
24
14
17
18
26
11
44
17
12
24
16
36
16
13
22
33
25
26
17
17
27
26
20
14
25
27
19
40
23
17
16
28
28
25
24
24
29
26
29
16
13
17
15
21
24
23
17
25
17
26
24
25
21
18
25
20
32
27
29
19
20
19
22
22
25
17
19
29
19
19
24
14
23
25
17
16
21
19
24
29
25
20
21
33
17
14
29
17
17
19
10
18
25
25
26
23
22
24
25
18
12
18
38
27
16
16
19
13
11
16
25
17
18
13
16
19
11
18
26
32
20
12
22
39
11
32
21
11
19
16
27
18
27
21
23
8
18
23
13
15
18
15
20
12
24
19
9
30
30
14
19
22
33
26
20
24
21
17
31
15
21
20
25
33
25
17
29
17
17
20
18
26
23
20
19
31
13
18
25
26
14
30
22
23
20
13
35
14
27
21
25
20
24
15
28
17
35
27
24
20
20
22
34
19
14
24
11
14
15
20
28
24
26
26
18
21
18
15
38
13
17
16
12
18
26
27
21
20
31
28
13
20
31
13
30
19
26
23
29
16
26
19
18
16
13
29
12
20
26
13
23
15
14
11
17
12
22
32
9
28
24
28
21
19
25
22
12
20
17
20
24
20
17
14
23
26
9
13
13
16
22
26
13
33
24
30
16
28
10
28
31
16
24
14
22
27
24
21
22
27
28
21
21
29
8
15
20
19
34
26
28
26
31
25
29
15
18
12
32
25
11
16
11
11
18
17
21
13
27
14
17
15
15
30
27
35
16
16
24
23
38
36
17
32
28
22
22
16
19
24
20
15
20
17
27
17
11
19
23
10
16
14
13
21
38
24
16
12
23
10
20
15
28
18
17
27
11
21
22
16
16
21
18
18
19
18
15
27
25
38
19
11
30
9
18
12
32
17
22
21
26
15
18
14
12
23
8
30
18
24
25
18
26
19
23
12
17
15
19
19
11
19
28
15
23
17
21
22
23
24
15
14
29
18
17
16
21
14
34
19
28
20
27
14
11
28
23
25
27
19
41
22
16
20
17
18
19
27
14
31
19
20
13
20
31
15
19
15
20
29
24
26
30
16
22
20
24
10
19
31
27
28
16
9
28
19
31
32
15
31
18
22
30
16
16
25
24
13
22
34
19
37
21
29
11
25
14
21
13
12
18
17
47
17
11
12
20
13
30
28
16
22
14
17
22
23
25
28
18
23
23
18
31
26
14
19
23
18
14
15
15
19
14
24
29
24
20
17
20
14
16
27
43
18
14
11
21
19
14
18
23
21
22
16
22
40
19
